    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
    1300       6560.63    10.1149   4.099E+00   0.3754   0.1000   1.742E-15   3.55406638E-04   1.34444295E-01
    1350       6762.94     8.1744   4.265E+00   0.4171   0.1000   2.006E-15   3.94526154E-04   1.40569876E-01
    1400       6977.08    11.1348   4.111E+00   0.4078   0.1000   1.917E-15   4.04746761E-04   1.47332564E-01
    1450       7167.49    10.4753   3.602E+00   0.3545   0.1000   1.752E-15   3.86117008E-04   1.53888764E-01
    1500       7366.78    10.4708   4.112E+00   0.4036   0.1000   2.165E-15   3.41434818E-04   1.60105297E-01
    1550       7564.44     9.9864   3.908E+00   0.3839   0.1000   1.945E-15   2.81697330E-04   1.66414700E-01
    1600        7766.4     9.3361   3.935E+00   0.3874   0.1000   2.155E-15   2.22579597E-04   1.69939588E-01
    1650       7956.26     8.9575   3.571E+00   0.3927   0.1000   1.684E-15   1.65018088E-04   1.71653180E-01
    1700       8153.39     8.8696   4.103E+00   0.4025   0.1000   1.884E-15   1.20616477E-04   1.70868685E-01
    1750       8358.33     8.3353   4.342E+00   0.5153   0.1000   2.749E-15   8.18183658E-05   1.70006404E-01
    1800       8566.87     7.5762   4.090E+00   0.4018   0.1000   2.155E-15   7.29671721E-05   1.79037839E-01
    1850       8763.49     7.3769   4.132E+00   0.5058   0.1000   2.026E-15   1.14673529E-04   1.92487837E-01
    1900       8976.57     7.3291   3.972E+00   0.4567   0.1000   2.183E-15   2.12332925E-04   2.04326892E-01
    1950       9158.64     7.5547   3.175E+00   0.4124   0.1000   1.701E-15   3.32387561E-04   2.11840281E-01
    2000       9316.18     7.8352   3.306E+00   0.3401   0.1000   1.611E-15   4.58780972E-04   2.15599564E-01
    2050       9502.17     7.4871   3.881E+00   0.4721   0.1000   1.923E-15   6.32368079E-04   2.24292773E-01
    2100       9680.62     8.4511   3.671E+00   0.4530   0.1000   1.776E-15   8.30627821E-04   2.29603722E-01
    2150       9862.49     7.6302   3.773E+00   0.4682   0.1000   2.045E-15   1.03146731E-03   2.28718889E-01
    2200       10050.5     7.6676   3.639E+00   0.4097   0.1000   2.045E-15   1.19270984E-03   2.23888948E-01
    2250       10244.1     7.4540   3.713E+00   0.4433   0.1000   1.991E-15   1.28699871E-03   2.21937794E-01
    2300       10440.2     7.4035   4.280E+00   0.4531   0.1000   2.306E-15   1.33235993E-03   2.20786310E-01
    2350       10640.6     7.4776   4.053E+00   0.3962   0.1000   2.144E-15   1.43521761E-03   2.17746034E-01
    2391         10800     6.0779   3.759E+00   0.3425   0.1000   3.857E-16   1.58076881E-03   2.15448130E-01
    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
       0             0     0.0006   9.226E+00   0.0000   0.1000   0.000E+00   0.00000000E+00   0.00000000E+00
      50       375.314    66.4558   6.080E+00   0.1169   0.1000   8.809E-15   6.38469642E-09   1.86855673E-04
     100       599.292    66.6538   7.085E-01   0.0626   0.0217   5.076E-15   3.68109191E-07   6.40021207E-03
     150        740.63    72.6180   2.639E+00   0.2900   0.1000   3.644E-15   2.13888658E-06   1.57812863E-02
     200       872.888    65.5388   2.651E+00   0.2984   0.1000   3.721E-15   6.81880740E-06   1.72343093E-02
     250       1013.82    70.3889   2.898E+00   0.3366   0.1000   4.047E-15   9.72352731E-06   1.62148873E-02
     300       1156.37    64.2403   2.774E+00   0.3209   0.1000   4.225E-15   6.86722126E-06   1.82932136E-02
     350       1289.46    66.9456   2.644E+00   0.3487   0.1000   3.573E-15  -1.10540186E-06   2.29798025E-02
     400       1422.65    62.1098   2.706E+00   0.4142   0.1000   3.822E-15  -8.87383367E-06   2.88237125E-02
     450       1557.21    67.6706   2.513E+00   0.3793   0.1000   3.641E-15  -1.41740106E-05   3.34611408E-02
     500       1682.65    63.6682   2.426E+00   0.3543   0.1000   3.604E-15  -1.97663933E-05   3.62554072E-02
     550       1805.01    66.3310   2.476E+00   0.3584   0.1000   3.381E-15  -2.66683433E-05   3.85235756E-02
     600       1925.66    61.9441   2.413E+00   0.4092   0.1000   3.430E-15  -4.00393448E-05   4.02635041E-02
     650       2050.31    62.4091   2.531E+00   0.3835   0.1000   3.512E-15  -5.93318025E-05   4.18130582E-02
     700       2172.04    66.0745   2.494E+00   0.3748   0.1000   3.493E-15  -7.58863998E-05   4.42467821E-02
     750       2294.64    64.4306   2.383E+00   0.3829   0.1000   3.368E-15  -8.25928691E-05   4.78031252E-02
     800       2411.05    64.3986   2.174E+00   0.3801   0.1000   3.118E-15  -7.79572802E-05   5.05353333E-02
     850       2525.26    62.6000   2.350E+00   0.3843   0.1000   3.351E-15  -7.40036630E-05   5.26329862E-02
     900       2641.43    62.1806   2.253E+00   0.3800   0.1000   3.365E-15  -7.61957886E-05   5.52052968E-02
     950       2755.88    66.3610   2.339E+00   0.3742   0.1000   3.254E-15  -7.88244933E-05   5.81897141E-02
    1000       2872.08    62.3768   2.251E+00   0.4018   0.1000   3.135E-15  -7.73950489E-05   6.11301950E-02
    1050       2982.21    62.6391   2.062E+00   0.3558   0.1000   2.886E-15  -7.25309219E-05   6.36240216E-02
    1100       3085.47    64.3363   2.234E+00   0.3993   0.1000   3.163E-15  -6.41300919E-05   6.56859523E-02
    1150       3202.06    65.2583   2.208E+00   0.3927   0.1000   2.993E-15  -4.70327342E-05   6.85781982E-02
    1200       3311.15    66.1070   2.286E+00   0.4244   0.1000   3.305E-15  -2.46277878E-05   7.17191150E-02
    1250       3419.82    64.0080   2.196E+00   0.3972   0.1000   2.995E-15  -2.84695108E-06   7.47240134E-02
    1300       3531.83    62.2294   2.140E+00   0.3664   0.1000   3.004E-15   1.30976150E-05   7.75062417E-02
    1350       3644.04    65.8770   2.317E+00   0.4201   0.1000   3.326E-15   2.15512296E-05   8.04654864E-02
    1400        3755.8    64.7747   2.137E+00   0.3891   0.1000   2.979E-15   3.16525009E-05   8.29632159E-02
    1450       3867.72    65.0919   2.068E+00   0.4159   0.1000   2.867E-15   5.00078814E-05   8.46346954E-02
    1500       3965.69    64.6247   2.120E+00   0.4178   0.1000   2.926E-15   6.75339517E-05   8.57930514E-02
    1550       4071.47    63.7092   2.097E+00   0.4169   0.1000   3.235E-15   9.30623687E-05   8.87230129E-02
    1600       4183.47    63.6143   2.254E+00   0.4950   0.1000   3.078E-15   1.28466147E-04   9.35722000E-02
    1650       4296.18    69.4376   2.329E+00   0.4962   0.1000   3.205E-15   1.55930180E-04   9.80823369E-02
    1700       4407.69    64.8807   2.109E+00   0.4735   0.1000   3.678E-15   1.65216382E-04   1.01579909E-01
    1750       4508.76    64.8745   2.267E+00   0.4742   0.1000   4.205E-15   1.65689202E-04   1.03944005E-01
    1800        4622.6    61.7695   2.214E+00   0.4744   0.1000   4.124E-15   1.65323029E-04   1.06141251E-01
    1850       4728.27    65.4083   2.136E+00   0.4566   0.1000   3.966E-15   1.63784714E-04   1.09431438E-01
    1900       4837.58    70.3916   2.171E+00   0.4527   0.1000   4.708E-15   1.62975421E-04   1.12947167E-01
    1950       4949.83    66.1227   2.038E+00   0.4899   0.1000   4.876E-15   1.71185528E-04   1.15565264E-01
    2000       5047.72    62.3906   1.811E+00   0.3656   0.1000   3.966E-15   1.92858593E-04   1.17599107E-01
    2050       5138.79    67.3287   1.842E+00   0.3746   0.1000   4.351E-15   2.21917734E-04   1.17742011E-01
    2100       5244.27    64.6966   2.290E+00   0.4472   0.1000   5.371E-15   2.53885282E-04   1.17298685E-01
    2150       5352.97    62.6075   1.959E+00   0.4126   0.1000   5.042E-15   2.79874446E-04   1.19615410E-01
    2200       5452.71    65.3953   2.116E+00   0.4815   0.1000   5.504E-15   2.94759261E-04   1.23368176E-01
    2250       5562.14    64.0130   2.026E+00   0.5149   0.1000   4.633E-15   2.98438997E-04   1.26555812E-01
    2300       5659.53    64.4366   1.988E+00   0.4191   0.1000   4.548E-15   2.89803223E-04   1.29333217E-01
    2350       5761.01    67.7052   1.959E+00   0.4355   0.1000   4.692E-15   2.71430584E-04   1.31519979E-01
    2400       5862.75    68.2724   2.152E+00   0.4581   0.1000   5.581E-15   2.54353936E-04   1.32093690E-01
    2450       5969.64    64.5434   2.240E+00   0.4739   0.1000   5.449E-15   2.53807195E-04   1.32529952E-01
    2500       6077.02    66.3223   2.184E+00   0.4721   0.1000   5.063E-15   2.72927670E-04   1.34310651E-01
    2550       6187.37    66.1589   2.165E+00   0.4513   0.1000   4.999E-15   2.96765504E-04   1.36888372E-01
    2600          6300    65.4126   2.116E+00   0.4565   0.1000   1.183E-15   3.04159827E-04   1.38717802E-01
    2650       6404.23    67.6450   2.186E+00   0.4539   0.1000   5.770E-15   2.92795259E-04   1.40727532E-01
    2700       6515.21    63.2179   2.051E+00   0.4348   0.1000   5.333E-15   2.74733720E-04   1.43807116E-01
    2750       6623.44    65.3934   2.112E+00   0.4717   0.1000   5.186E-15   2.60285203E-04   1.49303609E-01
    2800       6728.88    64.4652   1.950E+00   0.4618   0.1000   4.939E-15   2.50590897E-04   1.55477665E-01
    2850       6825.95    63.1626   2.176E+00   0.5641   0.1000   5.208E-15   2.37933194E-04   1.59752188E-01
    2900       6932.74    65.8959   1.991E+00   0.4689   0.1000   4.906E-15   2.10518848E-04   1.63332099E-01
    2950       7042.04    62.9337   2.143E+00   0.5104   0.1000   5.870E-15   1.72460033E-04   1.65382033E-01
    3000       7148.64    65.6941   1.998E+00   0.4405   0.1000   4.927E-15   1.38077302E-04   1.65336624E-01
    3050        7244.5    66.8771   1.857E+00   0.3930   0.1000   4.494E-15   1.09488328E-04   1.65030619E-01
    3100       7346.02    63.5729   2.144E+00   0.4586   0.1000   5.169E-15   7.95343116E-05   1.66434125E-01
    3150       7453.86    63.4565   2.278E+00   0.4957   0.1000   6.084E-15   4.91277890E-05   1.68955724E-01
    3200       7560.35    65.7802   2.071E+00   0.4986   0.1000   5.244E-15   1.95185240E-05   1.72023298E-01
    3250       7663.45    63.7376   1.932E+00   0.4506   0.1000   4.630E-15  -1.28065869E-05   1.75520544E-01
    3300       7770.19    64.3995   2.038E+00   0.4566   0.1000   5.204E-15  -4.18119242E-05   1.78197447E-01
    3350        7869.7    65.6329   2.023E+00   0.4743   0.1000   5.228E-15  -6.65476066E-05   1.79721721E-01
    3400       7969.65    63.2384   1.954E+00   0.4425   0.1000   5.060E-15  -9.32645971E-05   1.80191626E-01
    3450       8074.07    64.7549   2.189E+00   0.4999   0.1000   5.017E-15  -1.16065980E-04   1.80696751E-01
    3500       8186.46    66.0124   2.255E+00   0.4892   0.1000   5.867E-15  -1.24644362E-04   1.80676678E-01
    3550       8297.15    62.9648   2.106E+00   0.4694   0.1000   5.598E-15  -1.23598208E-04   1.81675710E-01
    3600       8399.85    63.6656   1.486E-01   0.0349   0.0068   5.426E-15  -1.13600600E-04   1.85922438E-01
    3650       8504.17    67.4635   1.963E+00   0.5486   0.1000   5.448E-15  -9.12563768E-05   1.91227255E-01
    3700       8609.29    64.9278   2.106E+00   0.5225   0.1000   6.183E-15  -6.12621930E-05   1.92500486E-01
    3750       8712.77    65.7098   2.128E+00   0.4834   0.1000   5.693E-15  -3.36659421E-05   1.92633961E-01
    3800       8815.68    63.2936   2.041E+00   0.4582   0.1000   5.014E-15  -1.22920878E-05   1.95476513E-01
    3850       8919.94    63.1134   2.062E+00   0.4323   0.1000   5.279E-15   1.02626104E-05   1.99108086E-01
    3900       9020.45    65.7080   2.178E+00   0.4919   0.1000   4.856E-15   3.14794198E-05   2.03838620E-01
    3950       9124.16    65.6575   1.984E+00   0.4625   0.1000   5.367E-15   5.62822950E-05   2.11732051E-01
    4000       9228.96    63.3601   2.063E+00   0.5115   0.1000   4.918E-15   7.83422565E-05   2.21104578E-01
    4050       9331.23    65.4362   2.124E+00   0.4947   0.1000   5.755E-15   9.08469866E-05   2.28283402E-01
    4100       9434.36    63.0620   2.022E+00   0.5348   0.1000   5.849E-15   9.01948436E-05   2.32297766E-01
    4150       9535.47    65.0726   1.985E+00   0.5255   0.1000   5.015E-15   7.37688243E-05   2.33139049E-01
    4200       9640.52    67.8748   2.137E+00   0.5138   0.1000   5.983E-15   4.67910526E-05   2.31170756E-01
    4250       9745.82    62.8361   1.984E+00   0.5221   0.1000   5.481E-15   1.56340444E-05   2.27544786E-01
    4300       9847.49    62.7658   2.065E+00   0.4912   0.1000   5.338E-15  -1.01844291E-05   2.22895378E-01
    4350       9945.56    66.1977   2.044E+00   0.4960   0.1000   5.274E-15  -2.52303576E-05   2.19615226E-01
    4400       10046.8    65.0189   2.033E+00   0.5079   0.1000   5.010E-15  -3.21168497E-05   2.19510784E-01
    4450       10145.6    64.7048   1.793E+00   0.4264   0.1000   5.023E-15  -3.30520970E-05   2.19909132E-01
    4500         10245    66.1405   2.126E+00   0.4685   0.1000   5.461E-15  -3.15749488E-05   2.21319397E-01
    4550       10345.3    63.2147   1.968E+00   0.4950   0.1000   4.922E-15  -2.81525665E-05   2.25895618E-01
    4600       10444.4    63.5853   2.110E+00   0.5478   0.1000   5.464E-15  -2.16207047E-05   2.31289135E-01
    4650       10547.6    69.1685   2.040E+00   0.4909   0.1000   5.324E-15  -2.28960208E-06   2.36408727E-01
    4700       10648.1    62.8347   1.992E+00   0.4797   0.1000   5.160E-15   2.71863059E-05   2.42897633E-01
    4750       10744.4    63.0484   1.876E+00   0.4519   0.1000   4.994E-15   5.52552050E-05   2.46733973E-01
    4778         10800    36.2356   2.063E+00   0.4910   0.1000   4.876E-15   6.87604057E-05   2.46340233E-01
